country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1982,25,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1983,25,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1984,30,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1985,40,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1986,60,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1987,60,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1988,60,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1989,60,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1990,60,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1991,60,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1992,60,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1993,60,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1994,60,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1995,60,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1996,87,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1997,90,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1998,78,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1999,65,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2000,75,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2001,79,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2002,78,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2003,79,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2004,74,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,75,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,80,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,79,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,83,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,76,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,80,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,84,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,88,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,92,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,96,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,96,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,95,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,96,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,94,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,95,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,95,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,99,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,95,Total,Units,%,Estimated value,,,12 to 23 months old
Austria,AT,AUT,40,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,95,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2003,67,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2004,67,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,67,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,69,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,75,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,79,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,85,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,89,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,92,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,94,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,98,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,98,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,98,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,98,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,98,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,96,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,98,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,82,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,93,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,93,Total,Units,%,Estimated value,,,12 to 23 months old
Azerbaijan,AZ,AZE,31,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,96,Total,Units,%,Estimated value,,,12 to 23 months old
Bahamas,BS,BHS,44,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1991,93,Total,Units,%,Estimated value,,,12 to 23 months old
Bahamas,BS,BHS,44,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1992,94,Total,Units,%,Estimated value,,,12 to 23 months old
Bahamas,BS,BHS,44,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1993,88,Total,Units,%,Estimated value,,,12 to 23 months old
Bahamas,BS,BHS,44,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1994,88,Total,Units,%,Estimated value,,,12 to 23 months old
Bahamas,BS,BHS,44,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1995,90,Total,Units,%,Estimated value,,,12 to 23 months old
Bahamas,BS,BHS,44,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1996,92,Total,Units,%,Estimated value,,,12 to 23 months old
Bahamas,BS,BHS,44,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1997,93,Total,Units,%,Estimated value,,,12 to 23 months old
Bahamas,BS,BHS,44,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1998,92,Total,Units,%,Estimated value,,,12 to 23 months old
Bahamas,BS,BHS,44,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1999,86,Total,Units,%,Estimated value,,,12 to 23 months old
Bahamas,BS,BHS,44,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2000,93,Total,Units,%,Estimated value,,,12 to 23 months old
